,Store,Date,Sales
683830,6,2013-10-26,3155
683831,7,2013-10-26,4773
683832,8,2013-10-26,2284
683833,9,2013-10-26,5093
683834,10,2013-10-26,4450
683835,11,2013-10-26,5069
683836,12,2013-10-26,6205
683837,13,2013-10-26,4336
683838,14,2013-10-26,2773
683839,15,2013-10-26,4884
683840,16,2013-10-26,4904
683841,17,2013-10-26,1971
683842,18,2013-10-26,3801
683843,19,2013-10-26,3752
683844,20,2013-10-26,5022
683845,21,2013-10-26,4345
683846,22,2013-10-26,2584
683847,23,2013-10-26,4369
683848,24,2013-10-26,5913
683849,25,2013-10-26,7343
683850,26,2013-10-26,4975
683851,27,2013-10-26,6080
683852,28,2013-10-26,2584
684940,1,2013-10-25,4573
684941,2,2013-10-25,4524
684942,3,2013-10-25,6614
684943,4,2013-10-25,8808
684944,5,2013-10-25,5347
684945,6,2013-10-25,6390
684946,7,2013-10-25,8430
684947,8,2013-10-25,4970
684948,9,2013-10-25,5281
684949,10,2013-10-25,5592
684950,11,2013-10-25,7463
684951,12,2013-10-25,8062
684952,13,2013-10-25,6490
684953,14,2013-10-25,5223
684954,15,2013-10-25,6890
684955,16,2013-10-25,7085
684956,17,2013-10-25,6285
684957,18,2013-10-25,6774
684958,19,2013-10-25,5467
684959,20,2013-10-25,7333
684960,21,2013-10-25,5765
684961,22,2013-10-25,5159
684962,23,2013-10-25,6290
684963,24,2013-10-25,8513
684964,25,2013-10-25,9633
684965,26,2013-10-25,6896
684966,27,2013-10-25,8598
684967,28,2013-10-25,5152
686055,1,2013-10-24,4044
686056,2,2013-10-24,5015
686057,3,2013-10-24,7163
686058,4,2013-10-24,7618
686059,5,2013-10-24,5049
686060,6,2013-10-24,5975
686061,7,2013-10-24,8238
686062,8,2013-10-24,6093
686063,9,2013-10-24,5719
686064,10,2013-10-24,5789
686065,11,2013-10-24,7000
686066,12,2013-10-24,7376
686067,13,2013-10-24,5431
686068,14,2013-10-24,5562
686069,15,2013-10-24,6504
686070,16,2013-10-24,7579
686071,17,2013-10-24,6472
686072,18,2013-10-24,5746
686073,19,2013-10-24,5731
686074,20,2013-10-24,9285
686075,21,2013-10-24,5201
686076,22,2013-10-24,4232
686077,23,2013-10-24,5006
686078,24,2013-10-24,8836
686079,25,2013-10-24,10389
686080,26,2013-10-24,7616
686081,27,2013-10-24,9222
686082,28,2013-10-24,5213
687170,1,2013-10-23,4612
687171,2,2013-10-23,5896
687172,3,2013-10-23,7839
687173,4,2013-10-23,7966
687174,5,2013-10-23,6517
687175,6,2013-10-23,6275
687176,7,2013-10-23,7828
687177,8,2013-10-23,5349
687178,9,2013-10-23,5363
687179,10,2013-10-23,5570
687180,11,2013-10-23,7768
687181,12,2013-10-23,8322
687182,13,2013-10-23,5823
687183,14,2013-10-23,5169
687184,15,2013-10-23,6670
687185,16,2013-10-23,6559
687186,17,2013-10-23,7095
687187,18,2013-10-23,6431
687188,19,2013-10-23,6286
687189,20,2013-10-23,7913
687190,21,2013-10-23,6827
687191,22,2013-10-23,4593
687192,23,2013-10-23,5313
687193,24,2013-10-23,8411
687194,25,2013-10-23,9513
687195,26,2013-10-23,6121
687196,27,2013-10-23,9174
687197,28,2013-10-23,5443
688285,1,2013-10-22,4068
688286,2,2013-10-22,5450
688287,3,2013-10-22,8058
688288,4,2013-10-22,8418
688289,5,2013-10-22,5174
688290,6,2013-10-22,6422
688291,7,2013-10-22,10298
688292,8,2013-10-22,6778
688293,9,2013-10-22,5780
688294,10,2013-10-22,6067
688295,11,2013-10-22,8331
688296,12,2013-10-22,8502
688297,13,2013-10-22,5786
688298,14,2013-10-22,5716
688299,15,2013-10-22,6454
688300,16,2013-10-22,7988
688301,17,2013-10-22,8017
688302,18,2013-10-22,6338
688303,19,2013-10-22,6195
688304,20,2013-10-22,9503
688305,21,2013-10-22,6709
688306,22,2013-10-22,4244
688307,23,2013-10-22,5137
688308,24,2013-10-22,8568
688309,25,2013-10-22,11666
688310,26,2013-10-22,5508
688311,27,2013-10-22,11117
688312,28,2013-10-22,5905
689400,1,2013-10-21,5055
689401,2,2013-10-21,6538
689402,3,2013-10-21,9712
689403,4,2013-10-21,10284
689404,5,2013-10-21,7690
689405,6,2013-10-21,8085
689406,7,2013-10-21,11300
689407,8,2013-10-21,7723
689408,9,2013-10-21,8308
689409,10,2013-10-21,7099
689410,11,2013-10-21,9176
689411,12,2013-10-21,10906
689412,13,2013-10-21,7722
689413,14,2013-10-21,6837
689414,15,2013-10-21,8119
689415,16,2013-10-21,9573
689416,17,2013-10-21,9760
689417,18,2013-10-21,8117
689418,19,2013-10-21,7815
689419,20,2013-10-21,10132
689420,21,2013-10-21,8240
689421,22,2013-10-21,6110
689422,23,2013-10-21,7255
689423,24,2013-10-21,11347
689424,25,2013-10-21,13423
689425,26,2013-10-21,7964
689426,27,2013-10-21,12841
689427,28,2013-10-21,8461
690515,1,2013-10-20,0
690516,2,2013-10-20,0
690517,3,2013-10-20,0
690518,4,2013-10-20,0
690519,5,2013-10-20,0
690520,6,2013-10-20,0
690521,7,2013-10-20,0
690522,8,2013-10-20,0
690523,9,2013-10-20,0
690524,10,2013-10-20,0
690525,11,2013-10-20,0
690526,12,2013-10-20,0
690527,13,2013-10-20,0
690528,14,2013-10-20,0
690529,15,2013-10-20,0
690530,16,2013-10-20,0
690531,17,2013-10-20,0
690532,18,2013-10-20,0
690533,19,2013-10-20,0
690534,20,2013-10-20,0
690535,21,2013-10-20,0
690536,22,2013-10-20,0
690537,23,2013-10-20,0
690538,24,2013-10-20,0
690539,25,2013-10-20,0
690540,26,2013-10-20,0
690541,27,2013-10-20,0
690542,28,2013-10-20,0
691630,1,2013-10-19,3667
691631,2,2013-10-19,2441
691632,3,2013-10-19,3568
691633,4,2013-10-19,9356
691634,5,2013-10-19,1938
691635,6,2013-10-19,3411
691636,7,2013-10-19,4686
691637,8,2013-10-19,2742
691638,9,2013-10-19,4992
691639,10,2013-10-19,4313
691640,11,2013-10-19,5388
691641,12,2013-10-19,6186
691642,13,2013-10-19,4074
691643,14,2013-10-19,3323
691644,15,2013-10-19,4775
691645,16,2013-10-19,4367
691646,17,2013-10-19,2786
691647,18,2013-10-19,3970
691648,19,2013-10-19,3259
691649,20,2013-10-19,6231
691650,21,2013-10-19,4532
691651,22,2013-10-19,2766
691652,23,2013-10-19,3821
691653,24,2013-10-19,6067
691654,25,2013-10-19,7695
691655,26,2013-10-19,4380
691656,27,2013-10-19,6398
691657,28,2013-10-19,2287
692745,1,2013-10-18,3566
692746,2,2013-10-18,4095
692747,3,2013-10-18,5684
692748,4,2013-10-18,6592
692749,5,2013-10-18,3867
692750,6,2013-10-18,5646
692751,7,2013-10-18,7870
692752,8,2013-10-18,3820
692753,9,2013-10-18,5020
692754,10,2013-10-18,4294
692755,11,2013-10-18,6323
692756,12,2013-10-18,5954
692757,13,2013-10-18,3296
692758,14,2013-10-18,4816
692759,15,2013-10-18,4773
692760,16,2013-10-18,6193
692761,17,2013-10-18,5446
692762,18,2013-10-18,6133
692763,19,2013-10-18,5335
692764,20,2013-10-18,7228
692765,21,2013-10-18,3493
692766,22,2013-10-18,4090
692767,23,2013-10-18,4336
692768,24,2013-10-18,7214
692769,25,2013-10-18,9247
692770,26,2013-10-18,4738
692771,27,2013-10-18,6819
692772,28,2013-10-18,4392
693860,1,2013-10-17,3223
693861,2,2013-10-17,3986
693862,3,2013-10-17,5261
693863,4,2013-10-17,6259
693864,5,2013-10-17,3721
693865,6,2013-10-17,5722
693866,7,2013-10-17,5568
693867,8,2013-10-17,3915
693868,9,2013-10-17,4357
693869,10,2013-10-17,4148
693870,11,2013-10-17,5617
693871,12,2013-10-17,5217
693872,13,2013-10-17,2989
693873,14,2013-10-17,3998
693874,15,2013-10-17,4575
693875,16,2013-10-17,7013
693876,17,2013-10-17,5280
693877,18,2013-10-17,5215
693878,19,2013-10-17,5054
693879,20,2013-10-17,7985
693880,21,2013-10-17,3722
693881,22,2013-10-17,3380
693882,23,2013-10-17,3517
693883,24,2013-10-17,7554
693884,25,2013-10-17,8996
693885,26,2013-10-17,4817
693886,27,2013-10-17,6868
693887,28,2013-10-17,4729
694975,1,2013-10-16,3383
694976,2,2013-10-16,5035
694977,3,2013-10-16,5563
694978,4,2013-10-16,6657
694979,5,2013-10-16,4415
694980,6,2013-10-16,5991
694981,7,2013-10-16,6774
694982,8,2013-10-16,3511
694983,9,2013-10-16,5548
694984,10,2013-10-16,3481
694985,11,2013-10-16,6824
694986,12,2013-10-16,5770
694987,13,2013-10-16,3223
694988,14,2013-10-16,4532
694989,15,2013-10-16,4825
694990,16,2013-10-16,7596
694991,17,2013-10-16,5060
694992,18,2013-10-16,5178
694993,19,2013-10-16,4864
694994,20,2013-10-16,6394
694995,21,2013-10-16,3442
694996,22,2013-10-16,3046
694997,23,2013-10-16,3607
694998,24,2013-10-16,7495
694999,25,2013-10-16,8542
695000,26,2013-10-16,3389
695001,27,2013-10-16,5953
695002,28,2013-10-16,4481
696090,1,2013-10-15,3355
696091,2,2013-10-15,3584
696092,3,2013-10-15,5598
696093,4,2013-10-15,7001
696094,5,2013-10-15,3450
696095,6,2013-10-15,6328
696096,7,2013-10-15,6355
696097,8,2013-10-15,3851
696098,9,2013-10-15,4459
696099,10,2013-10-15,4252
696100,11,2013-10-15,5772
696101,12,2013-10-15,4994
696102,13,2013-10-15,3197
696103,14,2013-10-15,4868
696104,15,2013-10-15,5041
696105,16,2013-10-15,6207
696106,17,2013-10-15,5223
696107,18,2013-10-15,5021
696108,19,2013-10-15,5099
696109,20,2013-10-15,7076
696110,21,2013-10-15,2961
696111,22,2013-10-15,3078
696112,23,2013-10-15,2914
696113,24,2013-10-15,6922
696114,25,2013-10-15,8924
696115,26,2013-10-15,3938
696116,27,2013-10-15,5950
696117,28,2013-10-15,4025
697205,1,2013-10-14,3773
697206,2,2013-10-14,4528
697207,3,2013-10-14,5982
697208,4,2013-10-14,7237
697209,5,2013-10-14,4199
697210,6,2013-10-14,6100
697211,7,2013-10-14,7861
697212,8,2013-10-14,5157
697213,9,2013-10-14,5433
697214,10,2013-10-14,4809
697215,11,2013-10-14,7652
697216,12,2013-10-14,6832
697217,13,2013-10-14,3540
697218,14,2013-10-14,5290
697219,15,2013-10-14,4975
697220,16,2013-10-14,7461
697221,17,2013-10-14,5852
697222,18,2013-10-14,5625
697223,19,2013-10-14,5860
697224,20,2013-10-14,8842
697225,21,2013-10-14,4030
697226,22,2013-10-14,3687
697227,23,2013-10-14,4327
697228,24,2013-10-14,7632
697229,25,2013-10-14,10633
697230,26,2013-10-14,4435
697231,27,2013-10-14,6700
697232,28,2013-10-14,5162
698320,1,2013-10-13,0
698321,2,2013-10-13,0
698322,3,2013-10-13,0
698323,4,2013-10-13,0
698324,5,2013-10-13,0
698325,6,2013-10-13,0
698326,7,2013-10-13,0
698327,8,2013-10-13,0
698328,9,2013-10-13,0
698329,10,2013-10-13,0
698330,11,2013-10-13,0
698331,12,2013-10-13,0
698332,13,2013-10-13,0
698333,14,2013-10-13,0
698334,15,2013-10-13,0
698335,16,2013-10-13,0
698336,17,2013-10-13,0
698337,18,2013-10-13,0
698338,19,2013-10-13,0
698339,20,2013-10-13,0
698340,21,2013-10-13,0
698341,22,2013-10-13,0
698342,23,2013-10-13,0
698343,24,2013-10-13,0
698344,25,2013-10-13,0
698345,26,2013-10-13,0
698346,27,2013-10-13,0
698347,28,2013-10-13,0
699435,1,2013-10-12,4954
699436,2,2013-10-12,2914
699437,3,2013-10-12,4076
699438,4,2013-10-12,9716
699439,5,2013-10-12,1963
699440,6,2013-10-12,4319
699441,7,2013-10-12,4345
699442,8,2013-10-12,2153
699443,9,2013-10-12,5946
699444,10,2013-10-12,3644
699445,11,2013-10-12,5173
699446,12,2013-10-12,5432
699447,13,2013-10-12,4276
699448,14,2013-10-12,3602
699449,15,2013-10-12,4787
699450,16,2013-10-12,5568
699451,17,2013-10-12,3127
699452,18,2013-10-12,4559
699453,19,2013-10-12,3778
699454,20,2013-10-12,5325
699455,21,2013-10-12,5276
699456,22,2013-10-12,2549
699457,23,2013-10-12,4798
699458,24,2013-10-12,6519
699459,25,2013-10-12,8389
699460,26,2013-10-12,5989
699461,27,2013-10-12,6735
699462,28,2013-10-12,2554
700550,1,2013-10-11,5896
700551,2,2013-10-11,4923
700552,3,2013-10-11,7076
700553,4,2013-10-11,10062
700554,5,2013-10-11,5421
700555,6,2013-10-11,7332
700556,7,2013-10-11,8831
700557,8,2013-10-11,5018
700558,9,2013-10-11,5723
700559,10,2013-10-11,4936
700560,11,2013-10-11,7211
700561,12,2013-10-11,8053
700562,13,2013-10-11,6725
700563,14,2013-10-11,5500
700564,15,2013-10-11,6976
700565,16,2013-10-11,8756
700566,17,2013-10-11,7117
700567,18,2013-10-11,7673
700568,19,2013-10-11,5989
700569,20,2013-10-11,7804
700570,21,2013-10-11,6345
700571,22,2013-10-11,5765
700572,23,2013-10-11,5866
700573,24,2013-10-11,9943
700574,25,2013-10-11,11605
700575,26,2013-10-11,7662
700576,27,2013-10-11,8575
700577,28,2013-10-11,6142
701665,1,2013-10-10,5286
701666,2,2013-10-10,4972
701667,3,2013-10-10,8711
701668,4,2013-10-10,9118
701669,5,2013-10-10,4985
701670,6,2013-10-10,6387
701671,7,2013-10-10,8835
701672,8,2013-10-10,6000
701673,9,2013-10-10,5610
701674,10,2013-10-10,5067
701675,11,2013-10-10,7776
701676,12,2013-10-10,8574
701677,13,2013-10-10,4661
701678,14,2013-10-10,5971
701679,15,2013-10-10,6779
701680,16,2013-10-10,7398
701681,17,2013-10-10,7469
701682,18,2013-10-10,6629
701683,19,2013-10-10,6814
701684,20,2013-10-10,7460
701685,21,2013-10-10,5746
701686,22,2013-10-10,4332
701687,23,2013-10-10,5484
701688,24,2013-10-10,9684
701689,25,2013-10-10,12151
701690,26,2013-10-10,7721
701691,27,2013-10-10,10872
701692,28,2013-10-10,5611
702780,1,2013-10-09,4957
702781,2,2013-10-09,7006
702782,3,2013-10-09,8250
702783,4,2013-10-09,8963
702784,5,2013-10-09,6063
702785,6,2013-10-09,7411
702786,7,2013-10-09,7977
702787,8,2013-10-09,5218
702788,9,2013-10-09,6123
702789,10,2013-10-09,4946
702790,11,2013-10-09,8681
702791,12,2013-10-09,7688
702792,13,2013-10-09,5721
702793,14,2013-10-09,6212
702794,15,2013-10-09,6252
702795,16,2013-10-09,7724
702796,17,2013-10-09,8505
702797,18,2013-10-09,7008
702798,19,2013-10-09,6595
702799,20,2013-10-09,8532
702800,21,2013-10-09,5715
702801,22,2013-10-09,5272
702802,23,2013-10-09,5453
702803,24,2013-10-09,9547
702804,25,2013-10-09,11208
702805,26,2013-10-09,6617
702806,27,2013-10-09,9812
702807,28,2013-10-09,6348
703895,1,2013-10-08,5452
703896,2,2013-10-08,6282
703897,3,2013-10-08,9269
703898,4,2013-10-08,9872
703899,5,2013-10-08,5697
703900,6,2013-10-08,7720
703901,7,2013-10-08,10319
703902,8,2013-10-08,6621
703903,9,2013-10-08,7291
703904,10,2013-10-08,5908
703905,11,2013-10-08,8782
703906,12,2013-10-08,8625
703907,13,2013-10-08,6550
703908,14,2013-10-08,7176
703909,15,2013-10-08,7262
703910,16,2013-10-08,9047
703911,17,2013-10-08,10094
703912,18,2013-10-08,7700
703913,19,2013-10-08,7273
703914,20,2013-10-08,9094
703915,21,2013-10-08,6269
703916,22,2013-10-08,5473
703917,23,2013-10-08,6188
703918,24,2013-10-08,10460
703919,25,2013-10-08,13543
703920,26,2013-10-08,7156
703921,27,2013-10-08,12052
703922,28,2013-10-08,7229
705010,1,2013-10-07,6004
705011,2,2013-10-07,7368
705012,3,2013-10-07,10779
705013,4,2013-10-07,12159
705014,5,2013-10-07,8319
705015,6,2013-10-07,9003
705016,7,2013-10-07,12712
705017,8,2013-10-07,8217
705018,9,2013-10-07,9089
705019,10,2013-10-07,7173
705020,11,2013-10-07,10053
705021,12,2013-10-07,10458
705022,13,2013-10-07,7339
705023,14,2013-10-07,7224
705024,15,2013-10-07,8776
705025,16,2013-10-07,10503
705026,17,2013-10-07,11513
705027,18,2013-10-07,9634
705028,19,2013-10-07,9302
705029,20,2013-10-07,10907
705030,21,2013-10-07,8680
705031,22,2013-10-07,6216
705032,23,2013-10-07,8751
705033,24,2013-10-07,12776
705034,25,2013-10-07,15853
705035,26,2013-10-07,9316
705036,27,2013-10-07,14718
705037,28,2013-10-07,9539
706125,1,2013-10-06,0
706126,2,2013-10-06,0
706127,3,2013-10-06,0
706128,4,2013-10-06,0
706129,5,2013-10-06,0
706130,6,2013-10-06,0
706131,7,2013-10-06,0
706132,8,2013-10-06,0
706133,9,2013-10-06,0
706134,10,2013-10-06,0
706135,11,2013-10-06,0
706136,12,2013-10-06,0
706137,13,2013-10-06,0
706138,14,2013-10-06,0
706139,15,2013-10-06,0
706140,16,2013-10-06,0
706141,17,2013-10-06,0
706142,18,2013-10-06,0
706143,19,2013-10-06,0
706144,20,2013-10-06,0
706145,21,2013-10-06,0
706146,22,2013-10-06,0
706147,23,2013-10-06,0
706148,24,2013-10-06,0
706149,25,2013-10-06,0
706150,26,2013-10-06,0
706151,27,2013-10-06,0
706152,28,2013-10-06,0
707240,1,2013-10-05,5352
707241,2,2013-10-05,2688
707242,3,2013-10-05,4802
707243,4,2013-10-05,8938
707244,5,2013-10-05,2041
707245,6,2013-10-05,4016
707246,7,2013-10-05,5807
707247,8,2013-10-05,2862
707248,9,2013-10-05,5238
707249,10,2013-10-05,4833
707250,11,2013-10-05,5701
707251,12,2013-10-05,6213
707252,13,2013-10-05,3973
707253,14,2013-10-05,3114
707254,15,2013-10-05,4961
707255,16,2013-10-05,4458
707256,17,2013-10-05,2500
707257,18,2013-10-05,4436
707258,19,2013-10-05,3771
707259,20,2013-10-05,4396
707260,21,2013-10-05,4418
707261,22,2013-10-05,3198
707262,23,2013-10-05,4048
707263,24,2013-10-05,6421
707264,25,2013-10-05,8315
707265,26,2013-10-05,5172
707266,27,2013-10-05,7640
707267,28,2013-10-05,2548
708355,1,2013-10-04,5447
708356,2,2013-10-04,4671
708357,3,2013-10-04,8093
708358,4,2013-10-04,10204
708359,5,2013-10-04,5108
708360,6,2013-10-04,7090
708361,7,2013-10-04,9332
708362,8,2013-10-04,4802
708363,9,2013-10-04,6924
708364,10,2013-10-04,6017
708365,11,2013-10-04,8362
708366,12,2013-10-04,7170
708367,13,2013-10-04,4747
708368,14,2013-10-04,6227
708369,15,2013-10-04,6804
708370,16,2013-10-04,7746
708371,17,2013-10-04,7042
708372,18,2013-10-04,6453
708373,19,2013-10-04,6634
708374,20,2013-10-04,8218
708375,21,2013-10-04,5103
708376,22,2013-10-04,5703
708377,23,2013-10-04,6363
708378,24,2013-10-04,9711
708379,25,2013-10-04,12233
708380,26,2013-10-04,7132
708381,27,2013-10-04,9803
708382,28,2013-10-04,6226
709470,1,2013-10-03,0
709471,2,2013-10-03,2656
709472,3,2013-10-03,0
709473,4,2013-10-03,0
709474,5,2013-10-03,0
709475,6,2013-10-03,0
709476,7,2013-10-03,3020
709477,8,2013-10-03,0
709478,9,2013-10-03,0
709479,10,2013-10-03,0
709480,11,2013-10-03,0
709481,12,2013-10-03,0
709482,13,2013-10-03,0
709483,14,2013-10-03,0
709484,15,2013-10-03,0
709485,16,2013-10-03,0
709486,17,2013-10-03,0
709487,18,2013-10-03,0
709488,19,2013-10-03,0
709489,20,2013-10-03,0
709490,21,2013-10-03,0
709491,22,2013-10-03,0
709492,23,2013-10-03,0
709493,24,2013-10-03,0
709494,25,2013-10-03,0
709495,26,2013-10-03,0
709496,27,2013-10-03,0
709497,28,2013-10-03,0
710585,1,2013-10-02,4001
710586,2,2013-10-02,5238
710587,3,2013-10-02,6045
710588,4,2013-10-02,10077
710589,5,2013-10-02,5118
710590,6,2013-10-02,7239
710591,7,2013-10-02,8004
710592,8,2013-10-02,4771
710593,9,2013-10-02,6187
710594,10,2013-10-02,5743
710595,11,2013-10-02,8732
710596,12,2013-10-02,5719
710597,13,2013-10-02,3896
710598,14,2013-10-02,5400
710599,15,2013-10-02,6235
710600,16,2013-10-02,7384
710601,17,2013-10-02,5142
710602,18,2013-10-02,6438
710603,19,2013-10-02,5193
710604,20,2013-10-02,7899
710605,21,2013-10-02,4085
710606,22,2013-10-02,4233
710607,23,2013-10-02,6002
710608,24,2013-10-02,8442
710609,25,2013-10-02,11798
710610,26,2013-10-02,5557
710611,27,2013-10-02,7778
710612,28,2013-10-02,5268
711700,1,2013-10-01,4178
711701,2,2013-10-01,3830
711702,3,2013-10-01,5903
711703,4,2013-10-01,9255
711704,5,2013-10-01,4686
711705,6,2013-10-01,6953
711706,7,2013-10-01,9316
711707,8,2013-10-01,4857
711708,9,2013-10-01,5891
711709,10,2013-10-01,5542
711710,11,2013-10-01,7548
711711,12,2013-10-01,5102
711712,13,2013-10-01,3132
711713,14,2013-10-01,4582
711714,15,2013-10-01,4866
711715,16,2013-10-01,7544
711716,17,2013-10-01,5125
711717,18,2013-10-01,4666
711718,19,2013-10-01,5435
711719,20,2013-10-01,7389
711720,21,2013-10-01,2722
711721,22,2013-10-01,4086
711722,23,2013-10-01,4735
711723,24,2013-10-01,7585
711724,25,2013-10-01,10833
711725,26,2013-10-01,5550
711726,27,2013-10-01,7419
711727,28,2013-10-01,5099
712815,1,2013-09-30,4088
712816,2,2013-09-30,5610
712817,3,2013-09-30,8988
712818,4,2013-09-30,11276
712819,5,2013-09-30,4367
712820,6,2013-09-30,7368
712821,7,2013-09-30,9018
712822,8,2013-09-30,5396
712823,9,2013-09-30,6511
712824,10,2013-09-30,5515
712825,11,2013-09-30,8392
712826,12,2013-09-30,7758
712827,13,2013-09-30,3951
712828,14,2013-09-30,6696
712829,15,2013-09-30,7655
712830,16,2013-09-30,7977
712831,17,2013-09-30,7247
712832,18,2013-09-30,7759
712833,19,2013-09-30,6332
712834,20,2013-09-30,8738
712835,21,2013-09-30,5912
712836,22,2013-09-30,4209
712837,23,2013-09-30,4195
712838,24,2013-09-30,10624
712839,25,2013-09-30,14051
712840,26,2013-09-30,5461
712841,27,2013-09-30,11960
712842,28,2013-09-30,5408
713930,1,2013-09-29,0
713931,2,2013-09-29,0
713932,3,2013-09-29,0
713933,4,2013-09-29,0
713934,5,2013-09-29,0
713935,6,2013-09-29,0
713936,7,2013-09-29,0
713937,8,2013-09-29,0
713938,9,2013-09-29,0
713939,10,2013-09-29,0
713940,11,2013-09-29,0
713941,12,2013-09-29,0
713942,13,2013-09-29,0
713943,14,2013-09-29,0
713944,15,2013-09-29,0
713945,16,2013-09-29,0
713946,17,2013-09-29,0
713947,18,2013-09-29,0
713948,19,2013-09-29,0
713949,20,2013-09-29,0
713950,21,2013-09-29,0
713951,22,2013-09-29,0
713952,23,2013-09-29,0
713953,24,2013-09-29,0
713954,25,2013-09-29,0
713955,26,2013-09-29,0
713956,27,2013-09-29,0
713957,28,2013-09-29,0
715045,1,2013-09-28,4175
715046,2,2013-09-28,3428
715047,3,2013-09-28,3845
715048,4,2013-09-28,9274
715049,5,2013-09-28,2171
715050,6,2013-09-28,3605
715051,7,2013-09-28,5818
715052,8,2013-09-28,2604
715053,9,2013-09-28,5174
715054,10,2013-09-28,4681
715055,11,2013-09-28,6179
715056,12,2013-09-28,6416
715057,13,2013-09-28,4649
715058,14,2013-09-28,3131
715059,15,2013-09-28,5890
715060,16,2013-09-28,4749
715061,17,2013-09-28,2581
715062,18,2013-09-28,3983
715063,19,2013-09-28,4069
715064,20,2013-09-28,5022
715065,21,2013-09-28,4287
715066,22,2013-09-28,3136
715067,23,2013-09-28,4287
715068,24,2013-09-28,7207
715069,25,2013-09-28,8383
715070,26,2013-09-28,4931
715071,27,2013-09-28,7063
715072,28,2013-09-28,2543
716160,1,2013-09-27,4669
716161,2,2013-09-27,4874
716162,3,2013-09-27,8387
716163,4,2013-09-27,9621
716164,5,2013-09-27,5139
716165,6,2013-09-27,7168
716166,7,2013-09-27,9740
716167,8,2013-09-27,4989
716168,9,2013-09-27,5650
716169,10,2013-09-27,5088
716170,11,2013-09-27,7918
716171,12,2013-09-27,8532
716172,13,2013-09-27,5168
716173,14,2013-09-27,6386
716174,15,2013-09-27,8818
716175,16,2013-09-27,8248
716176,17,2013-09-27,6735
716177,18,2013-09-27,7205
716178,19,2013-09-27,7170
716179,20,2013-09-27,7738
716180,21,2013-09-27,7097
716181,22,2013-09-27,4782
716182,23,2013-09-27,6077
716183,24,2013-09-27,10747
716184,25,2013-09-27,10496
716185,26,2013-09-27,7443
716186,27,2013-09-27,9939
716187,28,2013-09-27,5911
717275,1,2013-09-26,4481
717276,2,2013-09-26,5795
717277,3,2013-09-26,7003
717278,4,2013-09-26,8447
717279,5,2013-09-26,4566
717280,6,2013-09-26,5579
